record_id,sentence_text,country_source,source_role,source_line,source_document_id,source_sentence_id,source_split,derived_split,annotator1_raw,annotator2_raw,reconciliation_raw,recorded_label,label_path
test-1676,"Jer naime, Japanske zemaljske samoobrambene snage su otišle u okolicu Basre da bi u gradu Al Samabahu izradile upravo vodovod.",HR,test_file,1676,2077,1676,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1677,Tako da čini mi se da ste ovo potpuno u pravu i da bi to trebalo naprosto odbaciti i tražiti da se taj sustav potpuno promijeni.,HR,test_file,1677,70060,1677,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1678,Ova posljednja mjera pokazala se posebno uspješnom zbog čega smo je povećali za 38 milijuna kuna.,HR,test_file,1678,107568,1678,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1679,Proračun je možda i najvažniji politički akt kojeg Hrvatski sabor donosi tijekom jedne godine zasjedanja.,HR,test_file,1679,171375,1679,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1685,"O tome je govorio nešto i kolega Mondekar, jer činjenica da mi imamo izuzetno mnogo udruga koje su ponekad nemojte se ljutiti, ali zaista same sebi svrhom, imaju takvu vrstu programa.",HR,test_file,1685,21223,1685,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1688,Jer ako smo izmijenili zakon da jedinice lokalne samouprave više ne mogu praktički sudjelovat u izgradnji plinske mreže onda je logična stvar da na određen način prisilimo koncesionara da to napravi.,HR,test_file,1688,15003,1688,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1689,Za uvrštenje u dnevni red čekalo se gotovo pola godine tako da o izvješću saborski zastupnici raspravljaju gotovo godinu dana nakon što je dovršeno.,HR,test_file,1689,70056,1689,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1690,"Mislim da je oko Vukovara, ovdje se govori na strani 7 i 8 Vlada apsolutno ispravno postupala.",HR,test_file,1690,88521,1690,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1691,"Umjesto olakšica i stimulacija, naši građani se svake godine kazne s 25 milijuna kuna kod registracije vozila, želeći im valjda reći da rade nešto loše s tim što imaju plin u vozilu.",HR,test_file,1691,20465,1691,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1692,HRT je javna ustanova i davanje ovlasti javne ustanove da naplaćuje svoj dug nije protuustavno.,HR,test_file,1692,839,1692,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1693,Znači neozbiljno je pogotovo što se tvrdi to nešto što je apsurdno da Vlada ne može podržati ove zaključke zbog toga što je najvišoj državnoj razini dogovoreno da se ide na izmjene zakona.,HR,test_file,1693,82893,1693,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1694,"Uvaženi gospodine zastupniče Lesar, u mnogome ste u pravu.",HR,test_file,1694,72757,1694,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1695,"Bilo šta, zdravstvo, prateća oprema, usluge, dakle to je segment koji eksponencijalno raste a u tom smislu je zdravstvo najizloženije i najviše zapravo troška tu onda ide na zdravstvo.",HR,test_file,1695,99346,1695,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1696,„Kada je Pilat vidio da time ništa ne postiže i da nastaje sve veći metež uzeo je vode i pred narodom oprao ruke.“.,HR,test_file,1696,27835,1696,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1697,"Mislim da nije ista stvar, dakle da li se netko imenuje unutar resora ili kada se kasnije netko prelazi iz jedne recimo državne institucije u neku firmu.",HR,test_file,1697,3616,1697,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1701,"Sjetili se Lećevice, probijanje tunela da mogu što dalje vozati da mogu više kikirikija da mogu više narodu izbijati iz džepa i onako siromašnom narodu.",HR,test_file,1701,168115,1701,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1702,"Dakle, očekujemo od predsjednika Sabora, očekujemo od premijera i predsjednika HDZ-a, ali i prvenstveno od Povjerenstva za sprječavanje sukoba interesa da se o ovome izjasne.",HR,test_file,1702,181027,1702,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1703,"Trgovina je, dakle, došla kao djelatnost nova gdje se oni koji su tu djelatnost i rad nedjeljom trebali regulirati nisu snašli.",HR,test_file,1703,60361,1703,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1704,"Dakle 31 milijun kuna u 2012.godini, 56 milijuna kuna u 2011.",HR,test_file,1704,40888,1704,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1705,"Naime, budući da ne postoji jedinstvena i jasna pravosudna praksa događa se da se ozbiljni slučajevi nasilja ne prepoznaju dok se istovremeno procesuiraju verbalne uvrede, izolirani incidenti koji nemaju pravu nasilničku prirodu.",HR,test_file,1705,177758,1705,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1709,Klub GLAS-a i HSU-a će u prvom čitanju podržati ovo.,HR,test_file,1709,90775,1709,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1710,"Dakle, tek 35% umirovljenika ima više od 35 godina staža.",HR,test_file,1710,58017,1710,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1712,"Gospodin Dražen Bošnjaković, državni tajnik najprije prijedlog amandmana Odbora za pravosuđe.",HR,test_file,1712,21609,1712,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1714,"Naime, saborski Odbor za informatizaciju i medije donio je odluku o neprihvaćanju Godišnjeg izvješća o radu Upravnog vijeća HINA-e, to je legitimna odluka odbora.",HR,test_file,1714,6977,1714,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1718,"Da ne udaram stalno po ovom jednom te istom, po čemu, najviše govorimo.",HR,test_file,1718,147211,1718,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1719,Kao treće u prilogu je imala samo jednu gošću koju su sve navijale na jednu stranu.,HR,test_file,1719,7733,1719,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1721,"Poštovani predsjedniče uprave Hrvatske banke za obnovu i razvoj, kolegice ii kolege.",HR,test_file,1721,1721,1721,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1722,"Njihova sudbina je neizvjesna, a neizvjesnost nalaže državnoj vlasti da ju pokuša riješiti.",HR,test_file,1722,38710,1722,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1725,"Nešto je govorila gospođa Ingrid Antičević o socijalnom stanju i socijalnom, o razlozima bunta i nezadovoljstva naših navijača.",HR,test_file,1725,30172,1725,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1727,"To je bilo ne tako davno, da se te neistine ne zagađuju prostor poglavito mlađe.",HR,test_file,1727,55041,1727,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1728,"I na kraju poruka koju moramo odavde poslati hrvatskim građanima, rekao sam onaj tko je doveo do ovog problema ne može taj problem riješiti.",HR,test_file,1728,57623,1728,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1729,"Molim vas zbog zakonitosti izbora, zbog šanse uopće da se ljudi po poznatim pravilima natječu u izbornoj utakmici da skinete hitnost postupka s ovog zakona.",HR,test_file,1729,118230,1729,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1730,"Druga stvar, ne može oporba zbog toga što ne sudjeluje u raspravama, dirigirati i utvrđivati dinamiku rada Sabora.",HR,test_file,1730,113485,1730,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1731,Autocesta Beli Manastir – Osijek – Svilaj dio je paneuropskog koridora VC koji je dogovoren na Konferenciji europskih ministara prometa u Helsinkiju 1997. godine.,HR,test_file,1731,68442,1731,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1732,"I ja se nadam, vjerujem i želio bih da se to zaista i realizira i da će uz pomoć ovih mjera o kojima ćemo govoriti zaista se to i dogoditi.",HR,test_file,1732,54181,1732,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1733,"Da je tomu tako, potvrđuju slučajevi Češke, Švedske, Bugarske, Mađarske, Rumunjske i mnogih drugih zemalja koje imaju uvjete da uvedu euro, ali ga ne uvode.",HR,test_file,1733,101733,1733,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1734,"Neki, jednom znači to, institut boravišta se mora, znači mora se prijava boravišta obnavljati svakih godinu dana, tj. nakon što protekne godinu dana.",HR,test_file,1734,197108,1734,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1735,"Moja poruka je uvijek mladim ženama, nema prepreka, morate radit malo više, morate bit malo više upornije, morate malo više, ali može se.",HR,test_file,1735,85561,1735,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1738,Prema tome u takvim uvjetima i u takvim okolnostima s ovakvim odnosom Vlade prema Saboru i prema saborskim odborima postavlja se pitanje koliko uopće ima smisla raspravljati o ovom zakonskom prijedlogu.,HR,test_file,1738,93947,1738,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1740,"Republika Hrvatska trenutno sudjeluje u 13 mirovnih misija Ujedinjenih Naroda, te u operaciji ISAP u Afganistanu koja se pod vodstvom NATO-a provodi uz odobrenje Ujedinjenih Naroda.",HR,test_file,1740,8179,1740,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1742,Koristim ovu prigodu da iskreno zahvalim svima koji su podržali moje imenovanje i koji mi iskazuju riječi potpore.,HR,test_file,1742,30631,1742,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1743,To je Zakon o otpadu i zakon kojeg ste spomenuli sada predškolskom odgoju.,HR,test_file,1743,47114,1743,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1744,"Stoga po mom sudu, ove izmjene, zapravo ova agencija po ovom zakonu nama nije potrebna, ova agencija koristi neće donijeti nikome.",HR,test_file,1744,47239,1744,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1746,"Znači, definitivno nije nužno i po sadašnjoj situaciji da čelnici lokalne samouprave ili predstavnička tijela dodatno opterećuju temeljem ovog smanjenja prihoda sa osnova poreza na dohodak svoje građane.",HR,test_file,1746,92022,1746,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1747,Zapravo je protumačen Zakon tako da od 9 mjeseca 2003. godine jedinice lokalne samouprave ne mogu biti krajnji korisnici nego Hrvatske šume.,HR,test_file,1747,35111,1747,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1748,Izobrazba medicinskih sredstava za opću njegu obuhvaća najmanje tri godine studija ili 4 tisuće 600 sati teoretske kliničke izobrazbe pri čemu trajanje teoretske izobrazbe predstavlja najmanje jednu polovinu minimalnog trajanja izobrazbe.,HR,test_file,1748,15946,1748,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1756,"Građana Europske unije, iz onih valjda zemalja koje su manje vrijedne.",HR,test_file,1756,74280,1756,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1759,"Trudit ćemo se da se ovaj dio korupcije koji iznosi 13,5% BDP-a smanji na najmanju moguću mjeru.",HR,test_file,1759,144528,1759,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1760,"Istina je da Financijska agencija koja je obvezna prikupljati, objedinjavati, distribuirati te podatke ne raspolaže svim relevantnim podacima o nepodmirenim, a dospjelim obavezama poslovnih subjekata.",HR,test_file,1760,15544,1760,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1761,"Kao uništit ćemo korisnike kredita ako ukinemo deviznu klauzulu, a ako tečaja otpustimo i svedemo ga na nekakve realne omjere ti korisnici kredita su naravno svi propali.",HR,test_file,1761,18692,1761,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1766,Ovo je drugi petak za redom kako vladajuća većina nema većinu za glasanje.,HR,test_file,1766,180374,1766,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1769,"To je bio u Osijeku, ima jedna tu institucija Đoko jedan, Đokica, vi znate. …/Upadica se ne razumije./…",HR,test_file,1769,90060,1769,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1772,"To je ustavna obaveza, ovo nije stav moj, to je ustavna obaveza.",HR,test_file,1772,96875,1772,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1776,"Nažalost taj prijedlog nije bio našao na odobravanje ovoga Sabora ali mislim da ćemo htjeti, ne htjeti, morat ćemo se upravo vratiti upravo toj ideji da se omogući to cjeloživotno obrazovanje.",HR,test_file,1776,74073,1776,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1778,"Gospodine predsjedniče, gospodine ravnatelju i predsjedniče programskog savjeta, kolegice i kolege.",HR,test_file,1778,27332,1778,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1780,Oni se moraju brinuti i o opremi škole i o korištenju zgrade i održivosti.,HR,test_file,1780,27013,1780,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1782,"U pojedinim godinama vidimo manjak programa za djecu i mlade kakav je smjer, a podsjećam kako nemamo plan restrukturiranja HRT-a za 2018. godinu.",HR,test_file,1782,75670,1782,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1783,Od tog minimalnog malog zakupa koja je jedna trećina od tržišne vrijednosti dobijemo za proračun općine 50%.,HR,test_file,1783,16855,1783,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1784,"Ako imamo one koji će uplaćivat u mirovinski sustav, onda će mirovinski sustav funkcionirati, ako nema, jako teško.",HR,test_file,1784,82489,1784,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1785,"Nadalje, uz bogatu ornito faunu raznoliki riblji fond područje Vranskog jezera obiluje brojnim kulturno-povijesnim znamenitostima prije nekoliko trenutaka sam rekla kojim.",HR,test_file,1785,8133,1785,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1786,"Danas u jeku unutarstranačkih izbora, premijere se odvažio govoriti kako će on stati na čelo borbe protiv korupcije.",HR,test_file,1786,180260,1786,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1790,"Pa prije dobrih dva sata gospodin zastupnik Letica, evo slučajno ga nema, rekao je da smo i mi liječnici ovdje u kompliciranoj situaciji.",HR,test_file,1790,61602,1790,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1791,"Prije nastavka dakle rasprave u ime kluba zastupnika, u ime predlagatelja kolega Božo Petrov.",HR,test_file,1791,201375,1791,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1793,To je sad svedeno na ovu cifru koju smo vidjeli s tim da je dug koji Hrvatski fond za privatizaciju prema Hrvatskom mirovinskom osiguranju ima 914 milijuna kuna.,HR,test_file,1793,59364,1793,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1798,"Znači naši ljudi danas odlaze u susjednu zemlju Sloveniju, Austriju, Italiju da bi zaradili za isti posao nekada i duplo veću plaću.",HR,test_file,1798,141452,1798,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1805,"Gospodine potpredsjedniče, poštovane kolegice i kolege zastupnici, gospodine ministre!",HR,test_file,1805,22947,1805,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1807,"Evo, pričali ste jedno, a sad radite drugo.",HR,test_file,1807,57308,1807,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1810,"Ja ne bih o detaljima, ne bih o tehničkim stvarima.",HR,test_file,1810,7219,1810,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1812,"Ako nakon izvjesnog vremena prema ovim izmjenama zakona stigne uputa nadležnog tijela državne uprave o postupku nadzora, predstavničko tijelo jedinica lokalne samouprave dužno je postupiti po uputi i otkloniti uočene nedostatke.",HR,test_file,1812,157688,1812,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1816,Stoga je Republika Hrvatska stranka svih relevantnih konvencija i protokola kojima se pojačava zaštita posebno civilnog stanovništva.,HR,test_file,1816,23998,1816,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1818,To je rezultiralo i smanjenjem ovih prihoda za 16% u odnosu na usporednu godinu no i pored toga ostaje činjenica da su transakcije gotovim novcem u FINA-i i dalje za građane najjeftinije.,HR,test_file,1818,21027,1818,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1819,"Dakle, luka Brod neće biti izgrađena ovim tempom do 2016. …/Govornik udaljen od mikrofona, ne razumije se./…",HR,test_file,1819,43397,1819,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1832,"A nadasve, ovo načelo je načelo koje očigledno ako ćete odbiti ovaj amandman razlikuje politiku SDP-a i HDZ-a.",HR,test_file,1832,122006,1832,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1834,"Obzirom da ste završili politologiju i završili i doktorirali pravo morate znati da ne možete ovdje biti kao profesor, ni vi, ni ja.",HR,test_file,1834,11014,1834,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1838,"To mora biti jasan signal ministru obrane, a i Vladi, kako i na koji način dalje djelovati i kako funkcionirati kad je u pitanju odlazak naših snaga u razne misije diljem svijeta.",HR,test_file,1838,64897,1838,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1839,To je zapravo pitanje svih zakona koji dodiruju djelovanje inspekcija u Hrvatskoj.,HR,test_file,1839,82657,1839,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1840,"Ako je to došlo gospodine Sessa premijeru, predsjednici i svim saborskim zastupnicima vi ste nešto morali po tom pitanju poduzeti.",HR,test_file,1840,54914,1840,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1841,"Nažalost, kad se govori o obrazovnom sustavu, često se govori da je on užasan katastrofalan, paralelno se uzimaju neke analize i podaci nekih testova, dok se neki zanemaruju itd.",HR,test_file,1841,64894,1841,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1842,Hrvatsko gospodarstvo je tako žilavo da za rast od 3 do 4% nam nije potrebna nijedna mjera osim pojednostavljenja administrativne procedure.,HR,test_file,1842,16832,1842,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-1843,"Samo su govorile suze, muk i tišina i upaljene svijeće.",HR,test_file,1843,95496,1843,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1844,"Prijedlog Zakona o turističkim zajednicama i promicanju hrvatskog turizma, Zakon o turističkoj pristojbi i Zakon o članarinama u turističkim zajednicama sve to čini jednu međusobno povezanu cjelinu.",HR,test_file,1844,120528,1844,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1846,"Imate načina kako nadzirati rad udruga i trošenje novca udruga, pa izvolite, upregnite Poreznu upravu, sve ostale i kontrolirajte kako radi udruga.",HR,test_file,1846,48922,1846,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1848,"Potuci ga, budi bolji od drugoga u svemu, pa na bilo koji način.",HR,test_file,1848,44874,1848,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1850,"Vukovara sigurno ne bi bilo u današnjem stanju, odnosno onoga što se s njime dogodilo i ne bi sad razgovarali o posebnom zakonu za Vukovar.",HR,test_file,1850,12309,1850,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-1852,Nastojat ću evo u ovom svom izlaganju objasnit naime o čemu se radi.,HR,test_file,1852,155420,1852,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1854,Ona samo inzistira na tome da se upotrijebi i u pravilniku primijeni adekvatna terminologija.,HR,test_file,1854,47565,1854,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-1855,Opcija neurednog restrukturiranja predstavila bi značajan rizik za gospodarski rast sa svim posljedicama koje iz toga mogu proizaći.,HR,test_file,1855,77370,1855,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
